user_id,assigned_at,variant,channel,device,age_band,prior_investor,landing_page_view,started_application,completed_kyc,funded_account,account_opened,initial_assets_usd
100150,2026-08-05 15:51:30,B,Partner,Desktop,25-34,0,1,1,1,0,0,0.0
100151,2026-08-06 18:37:26,A,Direct,Mobile,25-34,0,1,1,1,1,1,20148.02
100152,2026-08-01 06:05:59,B,Organic Search,Desktop,18-24,1,1,0,0,0,0,0.0
100153,2026-08-21 19:39:52,A,Direct,Mobile,18-24,0,1,1,1,1,1,9483.76
100154,2026-08-23 14:48:29,B,Direct,Desktop,25-34,0,1,1,1,0,0,0.0
100155,2026-08-22 06:45:56,A,Organic Search,Desktop,18-24,1,1,0,0,0,0,0.0
100156,2026-08-03 15:29:36,B,Social,Mobile,55+,0,1,1,1,1,1,8423.32
100157,2026-08-27 04:36:30,A,Paid Search,Mobile,35-44,0,1,1,1,0,0,0.0
100158,2026-08-17 00:30:50,A,Email,Desktop,25-34,1,1,0,0,0,0,0.0
100159,2026-08-01 16:58:07,B,Paid Search,Mobile,35-44,0,1,1,1,0,0,0.0
100160,2026-08-12 17:29:03,B,Organic Search,Desktop,45-54,0,1,1,1,1,1,8619.1
100161,2026-08-25 02:24:23,A,Direct,Tablet,35-44,0,1,1,1,1,1,14043.63
100162,2026-08-26 15:26:43,A,Direct,Mobile,25-34,1,1,1,1,0,0,0.0
100163,2026-08-18 07:36:16,A,Organic Search,Mobile,45-54,0,1,0,0,0,0,0.0
100164,2026-08-22 19:53:33,B,Organic Search,Desktop,25-34,0,1,0,0,0,0,0.0
100165,2026-08-06 02:09:52,B,Email,Desktop,45-54,1,1,0,0,0,0,0.0
100166,2026-08-01 10:55:53,B,Direct,Desktop,45-54,0,1,1,1,0,0,0.0
100167,2026-08-27 12:10:27,A,Organic Search,Desktop,55+,0,1,1,0,0,0,0.0
100168,2026-08-01 18:08:38,A,Direct,Desktop,55+,0,1,0,0,0,0,0.0
100169,2026-08-09 20:35:13,B,Partner,Desktop,25-34,1,1,1,1,0,0,0.0
100170,2026-08-18 17:21:06,A,Social,Desktop,55+,0,1,1,0,0,0,0.0
100171,2026-08-05 19:48:00,B,Organic Search,Desktop,45-54,0,1,1,1,1,1,5362.01
100172,2026-08-09 22:05:46,A,Paid Search,Tablet,35-44,1,1,0,0,0,0,0.0
100173,2026-08-10 09:52:48,B,Organic Search,Mobile,45-54,1,1,1,1,1,0,0.0
100174,2026-08-03 14:34:41,B,Paid Search,Desktop,25-34,1,1,1,1,1,1,3523.19
100175,2026-08-17 05:06:44,A,Direct,Mobile,35-44,1,1,0,0,0,0,0.0
100176,2026-08-18 03:13:35,B,Organic Search,Mobile,18-24,0,1,1,0,0,0,0.0
100177,2026-08-04 02:52:16,B,Paid Search,Desktop,25-34,0,1,1,1,1,1,10779.59
100178,2026-08-28 22:49:36,A,Email,Desktop,35-44,1,1,1,1,1,1,10085.28
100179,2026-08-16 02:46:42,A,Direct,Mobile,35-44,1,1,1,0,0,0,0.0
100180,2026-08-03 01:23:09,B,Paid Search,Mobile,25-34,0,1,1,1,1,1,8181.28
100181,2026-08-19 01:48:49,A,Direct,Desktop,18-24,0,1,0,0,0,0,0.0
100182,2026-08-10 16:34:51,B,Social,Desktop,35-44,0,1,1,1,0,0,0.0
100183,2026-08-26 17:26:49,A,Social,Mobile,18-24,1,1,0,0,0,0,0.0
100184,2026-08-15 20:35:43,A,Direct,Desktop,25-34,0,1,0,0,0,0,0.0
100185,2026-08-08 21:21:09,A,Organic Search,Desktop,45-54,1,1,1,0,0,0,0.0
100186,2026-08-13 22:50:43,A,Email,Desktop,35-44,0,1,1,1,0,0,0.0
100187,2026-08-26 13:01:43,A,Direct,Desktop,55+,0,1,0,0,0,0,0.0
100188,2026-08-17 13:07:06,A,Direct,Mobile,45-54,0,1,0,0,0,0,0.0
100189,2026-08-21 03:38:13,B,Organic Search,Desktop,25-34,0,1,1,1,1,1,9652.67
100190,2026-08-24 08:36:03,B,Paid Search,Mobile,18-24,0,1,1,0,0,0,0.0
100191,2026-08-02 05:28:01,B,Organic Search,Tablet,35-44,0,1,0,0,0,0,0.0
100192,2026-08-20 05:38:29,A,Direct,Mobile,25-34,0,1,0,0,0,0,0.0
100193,2026-08-02 06:34:38,B,Direct,Desktop,45-54,1,1,1,1,0,0,0.0
100194,2026-08-23 04:07:11,A,Email,Desktop,18-24,1,1,1,0,0,0,0.0
100195,2026-08-25 12:50:23,A,Organic Search,Mobile,55+,1,1,1,1,1,1,1818.56
100196,2026-08-17 23:29:36,A,Organic Search,Desktop,25-34,0,1,0,0,0,0,0.0
100197,2026-08-17 06:01:44,A,Social,Tablet,18-24,0,1,1,1,1,1,8718.96
100198,2026-08-24 05:49:47,B,Partner,Tablet,45-54,1,1,1,1,1,1,7928.68
100199,2026-08-20 04:51:06,A,Direct,Mobile,25-34,0,1,1,1,0,0,0.0
100200,2026-08-25 20:53:35,B,Direct,Mobile,35-44,0,1,1,1,1,1,14432.06
100201,2026-08-04 14:39:15,A,Paid Search,Mobile,55+,1,1,1,1,1,1,6957.35
100202,2026-08-26 13:48:19,B,Partner,Mobile,18-24,0,1,1,1,0,0,0.0
100203,2026-08-11 12:58:01,B,Direct,Desktop,18-24,1,1,1,1,0,0,0.0
100204,2026-08-19 14:33:38,A,Paid Search,Mobile,25-34,0,1,1,1,0,0,0.0
100205,2026-08-02 15:34:43,B,Direct,Desktop,25-34,0,1,1,1,1,1,19760.69
100206,2026-08-24 12:49:10,B,Email,Mobile,35-44,0,1,1,0,0,0,0.0
100207,2026-08-27 18:13:07,B,Social,Mobile,55+,0,1,0,0,0,0,0.0
100208,2026-08-05 15:38:16,B,Partner,Desktop,35-44,0,1,1,1,1,1,14707.57
100209,2026-08-26 06:07:28,B,Paid Search,Mobile,45-54,0,1,1,1,1,1,19561.99
100210,2026-08-06 12:31:35,A,Direct,Mobile,25-34,1,1,1,0,0,0,0.0
100211,2026-08-01 19:48:15,B,Social,Tablet,55+,0,1,0,0,0,0,0.0
100212,2026-08-09 14:39:34,A,Partner,Mobile,45-54,0,1,1,1,1,1,5950.54
100213,2026-08-11 06:25:21,A,Organic Search,Tablet,55+,0,1,1,1,1,1,21113.69
100214,2026-08-13 05:32:11,B,Social,Tablet,55+,0,1,0,0,0,0,0.0
100215,2026-08-10 13:23:36,A,Organic Search,Tablet,45-54,0,1,1,1,1,1,1516.3
100216,2026-08-05 08:05:05,A,Paid Search,Desktop,18-24,0,1,0,0,0,0,0.0
100217,2026-08-22 11:48:46,A,Paid Search,Desktop,35-44,1,1,1,1,0,0,0.0
100218,2026-08-20 04:47:25,A,Email,Mobile,25-34,0,1,0,0,0,0,0.0
100219,2026-08-24 10:59:53,A,Partner,Desktop,25-34,0,1,0,0,0,0,0.0
100220,2026-08-07 10:03:14,B,Organic Search,Mobile,35-44,0,1,1,1,1,1,10530.07
100221,2026-08-02 17:01:58,A,Organic Search,Mobile,55+,0,1,1,0,0,0,0.0
100222,2026-08-08 11:14:23,B,Organic Search,Mobile,18-24,0,1,1,0,0,0,0.0
100223,2026-08-26 12:24:24,A,Email,Desktop,55+,1,1,1,1,1,1,11638.85
100224,2026-08-02 16:57:23,B,Organic Search,Mobile,45-54,0,1,1,1,0,0,0.0
100225,2026-08-18 13:59:23,B,Partner,Mobile,25-34,0,1,1,1,1,1,4269.78
100226,2026-08-05 07:46:56,A,Email,Desktop,25-34,0,1,1,0,0,0,0.0
100227,2026-08-08 22:49:36,B,Direct,Mobile,18-24,1,1,1,0,0,0,0.0
100228,2026-08-17 08:54:07,B,Direct,Mobile,45-54,0,1,1,0,0,0,0.0
100229,2026-08-02 08:43:16,B,Social,Desktop,25-34,0,1,0,0,0,0,0.0
100230,2026-08-15 08:44:42,A,Partner,Desktop,25-34,0,1,0,0,0,0,0.0
100231,2026-08-12 11:03:18,B,Partner,Mobile,25-34,1,1,1,1,1,1,11182.42
100232,2026-08-09 01:59:36,B,Organic Search,Desktop,25-34,0,1,1,1,1,1,2104.97
100233,2026-08-28 09:24:56,A,Partner,Desktop,45-54,1,1,0,0,0,0,0.0
100234,2026-08-09 01:53:22,A,Email,Tablet,35-44,0,1,0,0,0,0,0.0
100235,2026-08-19 09:06:55,A,Paid Search,Desktop,18-24,1,1,1,0,0,0,0.0
100236,2026-08-19 06:39:19,A,Social,Tablet,35-44,0,1,1,1,0,0,0.0
100237,2026-08-11 12:01:57,B,Paid Search,Desktop,25-34,1,1,1,1,0,0,0.0
100238,2026-08-04 17:13:04,A,Email,Desktop,25-34,1,1,0,0,0,0,0.0
100239,2026-08-22 09:06:31,A,Direct,Mobile,25-34,0,1,1,1,0,0,0.0
100240,2026-08-18 00:38:11,B,Organic Search,Desktop,18-24,0,1,1,1,1,1,5489.99
100241,2026-08-08 17:37:14,A,Organic Search,Desktop,25-34,0,1,0,0,0,0,0.0
100242,2026-08-05 09:08:00,A,Partner,Mobile,55+,0,1,0,0,0,0,0.0
100243,2026-08-25 15:37:43,B,Email,Mobile,55+,0,1,1,1,1,1,5451.74
100244,2026-08-10 03:59:31,A,Paid Search,Desktop,55+,0,1,0,0,0,0,0.0
100245,2026-08-06 19:12:37,A,Partner,Desktop,18-24,0,1,1,0,0,0,0.0
100246,2026-08-03 03:13:43,A,Partner,Mobile,55+,1,1,1,0,0,0,0.0
100247,2026-08-21 06:44:50,B,Organic Search,Mobile,25-34,0,1,1,1,1,1,5635.45
100248,2026-08-11 13:28:15,B,Paid Search,Desktop,35-44,0,1,0,0,0,0,0.0
100249,2026-08-21 16:05:54,B,Partner,Mobile,35-44,1,1,1,1,0,0,0.0
100250,2026-08-02 13:01:12,A,Organic Search,Desktop,25-34,0,1,0,0,0,0,0.0
100251,2026-08-09 21:17:16,B,Social,Desktop,25-34,0,1,1,1,1,1,4042.65
100252,2026-08-14 00:48:01,B,Paid Search,Desktop,25-34,0,1,1,1,1,1,3642.46
100253,2026-08-25 07:20:21,A,Direct,Desktop,25-34,1,1,1,1,1,1,6937.79
100254,2026-08-10 01:04:34,B,Organic Search,Desktop,25-34,0,1,0,0,0,0,0.0
100255,2026-08-16 18:00:28,B,Social,Mobile,35-44,0,1,0,0,0,0,0.0
100256,2026-08-08 03:47:47,A,Organic Search,Desktop,25-34,0,1,0,0,0,0,0.0
100257,2026-08-14 04:20:48,A,Paid Search,Mobile,35-44,0,1,1,1,0,0,0.0
100258,2026-08-25 17:13:39,A,Organic Search,Mobile,25-34,1,1,1,0,0,0,0.0
100259,2026-08-11 03:50:44,A,Organic Search,Mobile,55+,1,1,0,0,0,0,0.0
100260,2026-08-06 13:20:47,B,Direct,Desktop,45-54,0,1,1,0,0,0,0.0
100261,2026-08-20 18:25:23,B,Partner,Tablet,18-24,0,1,0,0,0,0,0.0
100262,2026-08-13 19:37:27,A,Direct,Desktop,35-44,1,1,0,0,0,0,0.0
100263,2026-08-11 21:05:03,B,Social,Mobile,45-54,0,1,1,1,0,0,0.0
100264,2026-08-02 11:39:51,B,Organic Search,Mobile,25-34,1,1,1,1,1,1,7126.59
100265,2026-08-12 18:30:26,A,Paid Search,Mobile,35-44,0,1,0,0,0,0,0.0
100266,2026-08-20 04:54:40,B,Paid Search,Mobile,55+,0,1,1,1,1,1,1729.89
100267,2026-08-23 01:14:39,B,Direct,Desktop,45-54,0,1,0,0,0,0,0.0
100268,2026-08-28 05:50:39,A,Paid Search,Mobile,25-34,0,1,0,0,0,0,0.0
100269,2026-08-02 05:50:50,A,Partner,Mobile,35-44,1,1,1,1,0,0,0.0
100270,2026-08-27 06:17:22,A,Direct,Desktop,45-54,0,1,1,0,0,0,0.0
100271,2026-08-28 12:52:06,A,Partner,Desktop,25-34,1,1,1,0,0,0,0.0
100272,2026-08-23 22:58:29,A,Email,Desktop,18-24,0,1,1,0,0,0,0.0
100273,2026-08-02 08:19:41,A,Social,Mobile,25-34,0,1,0,0,0,0,0.0
100274,2026-08-18 14:41:41,B,Paid Search,Desktop,55+,0,1,0,0,0,0,0.0
100275,2026-08-19 18:03:17,B,Social,Mobile,35-44,1,1,1,1,1,1,4124.93
100276,2026-08-26 19:54:20,A,Partner,Desktop,35-44,0,1,1,1,1,1,9866.76
100277,2026-08-21 13:57:06,A,Organic Search,Mobile,18-24,0,1,1,0,0,0,0.0
100278,2026-08-23 02:53:41,B,Paid Search,Desktop,25-34,0,1,1,0,0,0,0.0
100279,2026-08-14 21:09:46,B,Paid Search,Desktop,45-54,1,1,1,1,1,0,0.0
100280,2026-08-24 07:34:44,A,Partner,Desktop,45-54,0,1,0,0,0,0,0.0
100281,2026-08-17 09:56:15,A,Organic Search,Mobile,18-24,1,1,1,1,1,0,0.0
100282,2026-08-09 10:45:03,B,Direct,Mobile,45-54,1,1,0,0,0,0,0.0
100283,2026-08-25 19:14:26,A,Paid Search,Desktop,35-44,1,1,0,0,0,0,0.0
100284,2026-08-18 12:58:56,A,Direct,Mobile,25-34,0,1,1,0,0,0,0.0
100285,2026-08-21 09:00:27,A,Email,Desktop,25-34,0,1,1,1,0,0,0.0
100286,2026-08-02 10:28:43,A,Paid Search,Desktop,25-34,0,1,0,0,0,0,0.0
100287,2026-08-11 20:01:33,A,Social,Mobile,25-34,0,1,0,0,0,0,0.0
100288,2026-08-14 02:19:25,A,Direct,Desktop,55+,0,1,1,1,1,1,10862.07
100289,2026-08-03 01:31:14,B,Email,Desktop,25-34,0,1,1,1,1,1,4230.4
100290,2026-08-23 08:36:00,B,Social,Mobile,35-44,0,1,0,0,0,0,0.0
