user_id,event_name,event_time,variant,channel,device
100021,funding,2026-08-10 05:20:47,B,Partner,Mobile
100021,account_opened,2026-08-10 04:01:50,B,Partner,Mobile
100022,landing_page,2026-08-02 04:49:41,B,Organic Search,Desktop
100022,application_start,2026-08-02 05:13:02,B,Organic Search,Desktop
100022,kyc_complete,2026-08-02 05:04:32,B,Organic Search,Desktop
100022,funding,2026-08-02 06:07:33,B,Organic Search,Desktop
100022,account_opened,2026-08-02 05:01:25,B,Organic Search,Desktop
100023,landing_page,2026-08-15 15:07:26,B,Direct,Mobile
100023,application_start,2026-08-15 14:57:59,B,Direct,Mobile
100023,kyc_complete,2026-08-15 16:15:40,B,Direct,Mobile
100024,landing_page,2026-08-27 10:50:57,B,Paid Search,Desktop
100024,application_start,2026-08-27 11:03:00,B,Paid Search,Desktop
100024,kyc_complete,2026-08-27 10:06:19,B,Paid Search,Desktop
100024,funding,2026-08-27 09:54:25,B,Paid Search,Desktop
100024,account_opened,2026-08-27 10:21:33,B,Paid Search,Desktop
100025,landing_page,2026-08-17 04:47:04,A,Paid Search,Mobile
100026,landing_page,2026-08-18 00:31:30,B,Organic Search,Desktop
100026,application_start,2026-08-18 00:52:53,B,Organic Search,Desktop
100027,landing_page,2026-08-12 11:48:32,A,Partner,Mobile
100027,application_start,2026-08-12 11:17:06,A,Partner,Mobile
100028,landing_page,2026-08-16 03:30:55,A,Partner,Mobile
100029,landing_page,2026-08-11 15:20:38,A,Direct,Desktop
100029,application_start,2026-08-11 15:34:56,A,Direct,Desktop
100029,kyc_complete,2026-08-11 15:52:21,A,Direct,Desktop
100030,landing_page,2026-08-18 23:00:58,A,Organic Search,Desktop
100030,application_start,2026-08-18 23:14:37,A,Organic Search,Desktop
100030,kyc_complete,2026-08-18 23:13:59,A,Organic Search,Desktop
100030,funding,2026-08-18 22:57:01,A,Organic Search,Desktop
100030,account_opened,2026-08-18 22:44:51,A,Organic Search,Desktop
100031,landing_page,2026-08-27 02:48:50,A,Direct,Mobile
100032,landing_page,2026-08-23 06:36:52,A,Social,Mobile
100032,application_start,2026-08-23 05:17:41,A,Social,Mobile
100032,kyc_complete,2026-08-23 06:19:48,A,Social,Mobile
100032,funding,2026-08-23 05:40:43,A,Social,Mobile
100033,landing_page,2026-08-08 14:08:54,B,Organic Search,Mobile
100033,application_start,2026-08-08 14:24:53,B,Organic Search,Mobile
100033,kyc_complete,2026-08-08 15:09:13,B,Organic Search,Mobile
100034,landing_page,2026-08-07 03:03:00,A,Paid Search,Tablet
100034,application_start,2026-08-07 03:47:45,A,Paid Search,Tablet
100034,kyc_complete,2026-08-07 03:30:07,A,Paid Search,Tablet
100034,funding,2026-08-07 03:00:32,A,Paid Search,Tablet
100034,account_opened,2026-08-07 03:41:04,A,Paid Search,Tablet
100035,landing_page,2026-08-08 12:11:28,B,Social,Desktop
100035,application_start,2026-08-08 12:44:26,B,Social,Desktop
100035,kyc_complete,2026-08-08 13:12:37,B,Social,Desktop
100035,funding,2026-08-08 12:12:56,B,Social,Desktop
100035,account_opened,2026-08-08 13:21:14,B,Social,Desktop
100036,landing_page,2026-08-18 09:29:29,A,Direct,Mobile
100037,landing_page,2026-08-01 18:45:57,A,Direct,Mobile
100037,application_start,2026-08-01 18:49:07,A,Direct,Mobile
100037,kyc_complete,2026-08-01 19:20:21,A,Direct,Mobile
100038,landing_page,2026-08-01 23:44:26,A,Email,Mobile
100038,application_start,2026-08-01 23:38:26,A,Email,Mobile
100038,kyc_complete,2026-08-01 23:37:54,A,Email,Mobile
100038,funding,2026-08-01 23:41:15,A,Email,Mobile
100038,account_opened,2026-08-02 00:28:08,A,Email,Mobile
100039,landing_page,2026-08-12 01:42:36,A,Email,Desktop
100039,application_start,2026-08-12 02:00:54,A,Email,Desktop
100039,kyc_complete,2026-08-12 01:35:06,A,Email,Desktop
100039,funding,2026-08-12 02:12:21,A,Email,Desktop
100039,account_opened,2026-08-12 00:50:56,A,Email,Desktop
100040,landing_page,2026-08-23 15:14:31,A,Social,Mobile
100040,application_start,2026-08-23 15:55:58,A,Social,Mobile
100040,kyc_complete,2026-08-23 15:59:44,A,Social,Mobile
100040,funding,2026-08-23 15:07:43,A,Social,Mobile
100040,account_opened,2026-08-23 15:55:23,A,Social,Mobile
100041,landing_page,2026-08-28 23:51:03,B,Direct,Desktop
100041,application_start,2026-08-29 00:19:48,B,Direct,Desktop
100041,kyc_complete,2026-08-29 00:18:01,B,Direct,Desktop
100041,funding,2026-08-28 23:53:30,B,Direct,Desktop
100041,account_opened,2026-08-28 23:16:12,B,Direct,Desktop
100042,landing_page,2026-08-28 10:39:12,B,Organic Search,Mobile
100042,application_start,2026-08-28 11:33:12,B,Organic Search,Mobile
100042,kyc_complete,2026-08-28 12:00:57,B,Organic Search,Mobile
100043,landing_page,2026-08-07 03:11:40,A,Direct,Mobile
100043,application_start,2026-08-07 03:57:29,A,Direct,Mobile
100043,kyc_complete,2026-08-07 03:06:33,A,Direct,Mobile
100043,funding,2026-08-07 02:57:25,A,Direct,Mobile
100043,account_opened,2026-08-07 03:23:49,A,Direct,Mobile
100044,landing_page,2026-08-16 03:07:36,A,Paid Search,Mobile
100044,application_start,2026-08-16 03:42:40,A,Paid Search,Mobile
100045,landing_page,2026-08-18 00:05:53,B,Paid Search,Desktop
100045,application_start,2026-08-18 00:32:32,B,Paid Search,Desktop
100045,kyc_complete,2026-08-17 23:54:20,B,Paid Search,Desktop
100046,landing_page,2026-08-01 20:04:39,A,Organic Search,Tablet
100047,landing_page,2026-08-22 04:23:16,A,Social,Desktop
100048,landing_page,2026-08-03 23:22:51,B,Organic Search,Desktop
100048,application_start,2026-08-04 00:11:35,B,Organic Search,Desktop
100048,kyc_complete,2026-08-03 23:31:23,B,Organic Search,Desktop
100049,landing_page,2026-08-10 07:26:04,B,Partner,Desktop
100049,application_start,2026-08-10 08:33:38,B,Partner,Desktop
100049,kyc_complete,2026-08-10 07:41:46,B,Partner,Desktop
100049,funding,2026-08-10 07:54:13,B,Partner,Desktop
100049,account_opened,2026-08-10 07:51:32,B,Partner,Desktop
100050,landing_page,2026-08-11 09:53:06,B,Social,Mobile
100051,landing_page,2026-08-26 13:11:06,B,Partner,Tablet
100052,landing_page,2026-08-08 00:42:47,A,Paid Search,Mobile
100053,landing_page,2026-08-22 16:00:58,A,Social,Mobile
100054,landing_page,2026-08-21 13:22:45,A,Partner,Mobile
100054,application_start,2026-08-21 13:49:30,A,Partner,Mobile
100054,kyc_complete,2026-08-21 13:15:11,A,Partner,Mobile
100054,funding,2026-08-21 13:25:30,A,Partner,Mobile
100054,account_opened,2026-08-21 12:50:25,A,Partner,Mobile
100055,landing_page,2026-08-24 19:47:37,B,Paid Search,Mobile
100056,landing_page,2026-08-10 09:20:44,B,Organic Search,Mobile
100056,application_start,2026-08-10 08:24:24,B,Organic Search,Mobile
100056,kyc_complete,2026-08-10 08:52:08,B,Organic Search,Mobile
100056,funding,2026-08-10 08:47:58,B,Organic Search,Mobile
100056,account_opened,2026-08-10 08:34:45,B,Organic Search,Mobile
100057,landing_page,2026-08-18 12:14:00,A,Social,Mobile
100057,application_start,2026-08-18 12:16:16,A,Social,Mobile
100057,kyc_complete,2026-08-18 11:20:02,A,Social,Mobile
100057,funding,2026-08-18 11:14:26,A,Social,Mobile
100057,account_opened,2026-08-18 12:25:51,A,Social,Mobile
100058,landing_page,2026-08-27 17:43:04,A,Paid Search,Desktop
100058,application_start,2026-08-27 16:51:07,A,Paid Search,Desktop
100059,landing_page,2026-08-16 19:25:57,A,Paid Search,Desktop
100059,application_start,2026-08-16 19:28:09,A,Paid Search,Desktop
100059,kyc_complete,2026-08-16 20:16:31,A,Paid Search,Desktop
100060,landing_page,2026-08-15 03:37:20,A,Partner,Desktop
100061,landing_page,2026-08-04 04:00:08,A,Direct,Desktop
100062,landing_page,2026-08-25 06:13:14,B,Email,Tablet
100062,application_start,2026-08-25 06:11:01,B,Email,Tablet
100063,landing_page,2026-08-27 15:03:43,B,Organic Search,Mobile
100063,application_start,2026-08-27 15:28:48,B,Organic Search,Mobile
100063,kyc_complete,2026-08-27 15:29:50,B,Organic Search,Mobile
100064,landing_page,2026-08-03 07:58:59,A,Organic Search,Desktop
100064,application_start,2026-08-03 07:58:32,A,Organic Search,Desktop
100064,kyc_complete,2026-08-03 07:09:46,A,Organic Search,Desktop
100064,funding,2026-08-03 06:41:53,A,Organic Search,Desktop
100064,account_opened,2026-08-03 07:55:27,A,Organic Search,Desktop
100065,landing_page,2026-08-15 17:33:05,A,Paid Search,Desktop
100066,landing_page,2026-08-13 03:06:32,A,Email,Tablet
100066,application_start,2026-08-13 02:58:24,A,Email,Tablet
100066,kyc_complete,2026-08-13 03:00:38,A,Email,Tablet
100067,landing_page,2026-08-19 08:24:27,A,Email,Mobile
100068,landing_page,2026-08-07 14:03:45,A,Organic Search,Desktop
100068,application_start,2026-08-07 14:03:02,A,Organic Search,Desktop
100069,landing_page,2026-08-17 06:51:19,B,Partner,Desktop
100069,application_start,2026-08-17 05:32:37,B,Partner,Desktop
100070,landing_page,2026-08-16 05:03:39,A,Email,Desktop
100071,landing_page,2026-08-12 15:51:23,B,Organic Search,Mobile
100072,landing_page,2026-08-07 18:30:31,B,Social,Mobile
100072,application_start,2026-08-07 17:41:50,B,Social,Mobile
100072,kyc_complete,2026-08-07 17:56:40,B,Social,Mobile
100072,funding,2026-08-07 17:36:13,B,Social,Mobile
100072,account_opened,2026-08-07 17:37:17,B,Social,Mobile
100073,landing_page,2026-08-01 06:33:31,B,Organic Search,Desktop
100074,landing_page,2026-08-13 10:47:27,A,Direct,Desktop
100074,application_start,2026-08-13 10:16:37,A,Direct,Desktop
100074,kyc_complete,2026-08-13 10:32:35,A,Direct,Desktop
100075,landing_page,2026-08-16 08:07:01,B,Social,Desktop
100075,application_start,2026-08-16 08:30:14,B,Social,Desktop
100075,kyc_complete,2026-08-16 08:53:18,B,Social,Desktop
100076,landing_page,2026-08-21 11:47:05,A,Partner,Mobile
100076,application_start,2026-08-21 11:01:32,A,Partner,Mobile
100076,kyc_complete,2026-08-21 12:11:42,A,Partner,Mobile
100077,landing_page,2026-08-15 22:24:09,A,Paid Search,Mobile
100077,application_start,2026-08-15 22:02:09,A,Paid Search,Mobile
100077,kyc_complete,2026-08-15 22:22:42,A,Paid Search,Mobile
100077,funding,2026-08-15 21:26:00,A,Paid Search,Mobile
100078,landing_page,2026-08-19 15:31:19,A,Organic Search,Mobile
100078,application_start,2026-08-19 15:46:44,A,Organic Search,Mobile
100079,landing_page,2026-08-22 20:30:06,B,Organic Search,Mobile
100079,application_start,2026-08-22 21:21:50,B,Organic Search,Mobile
100079,kyc_complete,2026-08-22 20:08:14,B,Organic Search,Mobile
100080,landing_page,2026-08-12 09:04:24,A,Organic Search,Mobile
100081,landing_page,2026-08-17 12:02:03,A,Direct,Desktop
100081,application_start,2026-08-17 12:57:18,A,Direct,Desktop
100081,kyc_complete,2026-08-17 13:00:39,A,Direct,Desktop
100081,funding,2026-08-17 13:06:42,A,Direct,Desktop
100081,account_opened,2026-08-17 12:24:13,A,Direct,Desktop
100082,landing_page,2026-08-01 14:22:48,A,Social,Desktop
100082,application_start,2026-08-01 13:50:15,A,Social,Desktop
100082,kyc_complete,2026-08-01 14:42:01,A,Social,Desktop
100083,landing_page,2026-08-28 19:02:32,A,Partner,Desktop
100084,landing_page,2026-08-28 08:56:39,A,Paid Search,Desktop
100085,landing_page,2026-08-18 10:35:14,A,Direct,Tablet
100085,application_start,2026-08-18 10:11:24,A,Direct,Tablet
100086,landing_page,2026-08-24 13:15:32,B,Organic Search,Mobile
100086,application_start,2026-08-24 13:49:15,B,Organic Search,Mobile
100086,kyc_complete,2026-08-24 13:13:02,B,Organic Search,Mobile
100086,funding,2026-08-24 12:56:11,B,Organic Search,Mobile
100086,account_opened,2026-08-24 14:06:35,B,Organic Search,Mobile
100087,landing_page,2026-08-26 19:59:26,A,Partner,Desktop
100087,application_start,2026-08-26 20:08:31,A,Partner,Desktop
100087,kyc_complete,2026-08-26 20:21:06,A,Partner,Desktop
100087,funding,2026-08-26 20:45:42,A,Partner,Desktop
100087,account_opened,2026-08-26 20:39:11,A,Partner,Desktop
100088,landing_page,2026-08-21 07:56:17,B,Organic Search,Mobile
100089,landing_page,2026-08-02 15:13:17,B,Direct,Desktop
100090,landing_page,2026-08-21 03:54:16,A,Paid Search,Mobile
100091,landing_page,2026-08-25 11:37:09,B,Organic Search,Desktop
100091,application_start,2026-08-25 11:50:24,B,Organic Search,Desktop
100091,kyc_complete,2026-08-25 10:44:15,B,Organic Search,Desktop
100091,funding,2026-08-25 11:07:31,B,Organic Search,Desktop
100091,account_opened,2026-08-25 10:38:41,B,Organic Search,Desktop
100092,landing_page,2026-08-07 19:17:24,B,Social,Desktop
100093,landing_page,2026-08-25 11:12:00,B,Direct,Mobile
100093,application_start,2026-08-25 10:25:18,B,Direct,Mobile
100093,kyc_complete,2026-08-25 10:11:08,B,Direct,Mobile
100093,funding,2026-08-25 11:10:30,B,Direct,Mobile
100093,account_opened,2026-08-25 10:08:06,B,Direct,Mobile
100094,landing_page,2026-08-26 21:01:08,B,Direct,Tablet
100095,landing_page,2026-08-04 09:24:47,B,Paid Search,Desktop
100095,application_start,2026-08-04 09:29:25,B,Paid Search,Desktop
100095,kyc_complete,2026-08-04 08:40:54,B,Paid Search,Desktop
100096,landing_page,2026-08-22 08:56:39,A,Paid Search,Desktop
100096,application_start,2026-08-22 08:59:58,A,Paid Search,Desktop
100096,kyc_complete,2026-08-22 09:12:59,A,Paid Search,Desktop
100096,funding,2026-08-22 09:14:55,A,Paid Search,Desktop
100096,account_opened,2026-08-22 09:25:08,A,Paid Search,Desktop
100097,landing_page,2026-08-13 13:11:42,B,Organic Search,Desktop
100098,landing_page,2026-08-12 13:29:46,A,Direct,Mobile
100098,application_start,2026-08-12 13:51:06,A,Direct,Mobile
100098,kyc_complete,2026-08-12 14:02:21,A,Direct,Mobile
100098,funding,2026-08-12 13:27:39,A,Direct,Mobile
100098,account_opened,2026-08-12 13:58:11,A,Direct,Mobile
100099,landing_page,2026-08-05 01:56:35,B,Organic Search,Desktop
100099,application_start,2026-08-05 03:00:58,B,Organic Search,Desktop
100099,kyc_complete,2026-08-05 03:02:56,B,Organic Search,Desktop
100100,landing_page,2026-08-22 16:58:28,A,Partner,Mobile
100100,application_start,2026-08-22 16:31:00,A,Partner,Mobile
100100,kyc_complete,2026-08-22 16:37:53,A,Partner,Mobile
100100,funding,2026-08-22 16:54:43,A,Partner,Mobile
100100,account_opened,2026-08-22 16:25:21,A,Partner,Mobile
100101,landing_page,2026-08-06 17:10:40,B,Social,Mobile
100102,landing_page,2026-08-24 18:30:23,A,Social,Desktop
100103,landing_page,2026-08-16 08:30:52,B,Direct,Desktop
100104,landing_page,2026-08-25 13:50:39,B,Social,Mobile
100104,application_start,2026-08-25 13:41:43,B,Social,Mobile
100104,kyc_complete,2026-08-25 13:48:20,B,Social,Mobile
100105,landing_page,2026-08-27 15:21:32,B,Paid Search,Mobile
100105,application_start,2026-08-27 16:00:59,B,Paid Search,Mobile
100105,kyc_complete,2026-08-27 15:59:30,B,Paid Search,Mobile
100105,funding,2026-08-27 15:27:36,B,Paid Search,Mobile
100105,account_opened,2026-08-27 15:15:04,B,Paid Search,Mobile
100106,landing_page,2026-08-06 16:42:07,B,Paid Search,Mobile
100107,landing_page,2026-08-23 13:19:15,A,Organic Search,Desktop
100107,application_start,2026-08-23 13:24:54,A,Organic Search,Desktop
100107,kyc_complete,2026-08-23 13:21:45,A,Organic Search,Desktop
100107,funding,2026-08-23 13:34:49,A,Organic Search,Desktop
100107,account_opened,2026-08-23 13:29:48,A,Organic Search,Desktop
100108,landing_page,2026-08-02 16:01:07,B,Email,Mobile
100108,application_start,2026-08-02 15:14:27,B,Email,Mobile
100109,landing_page,2026-08-18 15:23:22,B,Organic Search,Desktop
100109,application_start,2026-08-18 15:43:45,B,Organic Search,Desktop
100109,kyc_complete,2026-08-18 14:52:17,B,Organic Search,Desktop
100110,landing_page,2026-08-15 00:16:49,B,Social,Desktop
100111,landing_page,2026-08-03 04:33:41,B,Organic Search,Mobile
100111,application_start,2026-08-03 04:18:41,B,Organic Search,Mobile
100111,kyc_complete,2026-08-03 03:08:47,B,Organic Search,Mobile
100112,landing_page,2026-08-03 11:35:32,A,Direct,Mobile
100112,application_start,2026-08-03 12:35:51,A,Direct,Mobile
100112,kyc_complete,2026-08-03 11:45:29,A,Direct,Mobile
100112,funding,2026-08-03 11:55:20,A,Direct,Mobile
100112,account_opened,2026-08-03 12:55:54,A,Direct,Mobile
100113,landing_page,2026-08-23 20:14:04,A,Social,Tablet
100113,application_start,2026-08-23 20:37:35,A,Social,Tablet
100113,kyc_complete,2026-08-23 20:05:23,A,Social,Tablet
100113,funding,2026-08-23 20:41:11,A,Social,Tablet
100113,account_opened,2026-08-23 21:07:43,A,Social,Tablet
100114,landing_page,2026-08-11 09:46:17,B,Direct,Mobile
100114,application_start,2026-08-11 10:20:30,B,Direct,Mobile
100114,kyc_complete,2026-08-11 10:45:08,B,Direct,Mobile
100114,funding,2026-08-11 10:14:48,B,Direct,Mobile
100114,account_opened,2026-08-11 09:54:01,B,Direct,Mobile
100115,landing_page,2026-08-20 15:54:26,B,Organic Search,Tablet
100116,landing_page,2026-08-14 13:30:28,A,Direct,Mobile
100116,application_start,2026-08-14 13:50:45,A,Direct,Mobile
100116,kyc_complete,2026-08-14 12:52:18,A,Direct,Mobile
100116,funding,2026-08-14 13:02:21,A,Direct,Mobile
100116,account_opened,2026-08-14 13:37:11,A,Direct,Mobile
100117,landing_page,2026-08-27 20:10:51,B,Direct,Desktop
100118,landing_page,2026-08-02 10:04:12,A,Organic Search,Desktop
100118,application_start,2026-08-02 10:58:24,A,Organic Search,Desktop
100118,kyc_complete,2026-08-02 10:33:48,A,Organic Search,Desktop
100118,funding,2026-08-02 11:14:40,A,Organic Search,Desktop
100118,account_opened,2026-08-02 11:06:36,A,Organic Search,Desktop
100119,landing_page,2026-08-24 09:32:47,B,Partner,Desktop
100119,application_start,2026-08-24 08:43:04,B,Partner,Desktop
100119,kyc_complete,2026-08-24 08:34:24,B,Partner,Desktop
100119,funding,2026-08-24 09:23:42,B,Partner,Desktop
100119,account_opened,2026-08-24 08:12:47,B,Partner,Desktop
100120,landing_page,2026-08-28 05:08:01,B,Paid Search,Mobile
100120,application_start,2026-08-28 05:08:20,B,Paid Search,Mobile
100120,kyc_complete,2026-08-28 06:25:36,B,Paid Search,Mobile
100120,funding,2026-08-28 06:27:49,B,Paid Search,Mobile
100120,account_opened,2026-08-28 06:21:47,B,Paid Search,Mobile
100121,landing_page,2026-08-09 23:12:33,A,Organic Search,Desktop
100121,application_start,2026-08-09 21:51:29,A,Organic Search,Desktop
100121,kyc_complete,2026-08-09 22:24:01,A,Organic Search,Desktop
100121,funding,2026-08-09 23:04:12,A,Organic Search,Desktop
100121,account_opened,2026-08-09 21:58:46,A,Organic Search,Desktop
100122,landing_page,2026-08-13 17:21:56,B,Paid Search,Desktop
100122,application_start,2026-08-13 17:58:24,B,Paid Search,Desktop
100122,kyc_complete,2026-08-13 18:04:42,B,Paid Search,Desktop
100122,funding,2026-08-13 17:57:41,B,Paid Search,Desktop
100122,account_opened,2026-08-13 17:14:22,B,Paid Search,Desktop
100123,landing_page,2026-08-11 04:07:26,B,Organic Search,Mobile
100124,landing_page,2026-08-17 21:34:03,A,Direct,Desktop
100124,application_start,2026-08-17 22:53:56,A,Direct,Desktop
100124,kyc_complete,2026-08-17 21:51:37,A,Direct,Desktop
100124,funding,2026-08-17 22:50:36,A,Direct,Desktop
100124,account_opened,2026-08-17 22:54:36,A,Direct,Desktop
100125,landing_page,2026-08-14 09:58:45,A,Paid Search,Mobile
100126,landing_page,2026-08-12 06:35:47,A,Email,Desktop
100126,application_start,2026-08-12 07:02:58,A,Email,Desktop
100126,kyc_complete,2026-08-12 06:26:14,A,Email,Desktop
100126,funding,2026-08-12 06:28:06,A,Email,Desktop
100126,account_opened,2026-08-12 07:29:30,A,Email,Desktop
100127,landing_page,2026-08-15 01:28:09,B,Social,Mobile
100127,application_start,2026-08-15 01:23:30,B,Social,Mobile
100127,kyc_complete,2026-08-15 01:24:32,B,Social,Mobile
100127,funding,2026-08-15 02:01:15,B,Social,Mobile
100127,account_opened,2026-08-15 02:26:56,B,Social,Mobile
100128,landing_page,2026-08-24 10:48:08,A,Direct,Mobile
100128,application_start,2026-08-24 09:43:53,A,Direct,Mobile
100128,kyc_complete,2026-08-24 10:22:39,A,Direct,Mobile
100128,funding,2026-08-24 09:56:13,A,Direct,Mobile
100128,account_opened,2026-08-24 10:26:05,A,Direct,Mobile
100129,landing_page,2026-08-12 14:25:14,A,Paid Search,Mobile
100129,application_start,2026-08-12 15:01:46,A,Paid Search,Mobile
100129,kyc_complete,2026-08-12 14:00:01,A,Paid Search,Mobile
100129,funding,2026-08-12 14:25:56,A,Paid Search,Mobile
100129,account_opened,2026-08-12 14:21:01,A,Paid Search,Mobile
100130,landing_page,2026-08-23 09:01:26,A,Social,Desktop
100131,landing_page,2026-08-05 10:12:17,A,Organic Search,Mobile
100131,application_start,2026-08-05 10:22:17,A,Organic Search,Mobile
100131,kyc_complete,2026-08-05 09:47:37,A,Organic Search,Mobile
100132,landing_page,2026-08-01 12:59:57,B,Social,Desktop
100133,landing_page,2026-08-17 11:37:03,B,Partner,Desktop
100134,landing_page,2026-08-26 00:33:47,A,Organic Search,Mobile
100134,application_start,2026-08-26 01:29:22,A,Organic Search,Mobile
100135,landing_page,2026-08-02 07:21:56,B,Organic Search,Mobile
100135,application_start,2026-08-02 07:07:46,B,Organic Search,Mobile
100135,kyc_complete,2026-08-02 07:05:04,B,Organic Search,Mobile
100136,landing_page,2026-08-19 06:59:21,B,Email,Desktop
100137,landing_page,2026-08-24 21:54:03,A,Organic Search,Desktop
100137,application_start,2026-08-24 20:46:11,A,Organic Search,Desktop
100137,kyc_complete,2026-08-24 21:36:34,A,Organic Search,Desktop
100137,funding,2026-08-24 21:59:00,A,Organic Search,Desktop
100138,landing_page,2026-08-03 08:05:28,A,Organic Search,Desktop
100139,landing_page,2026-08-25 14:52:49,B,Organic Search,Desktop
100139,application_start,2026-08-25 15:13:44,B,Organic Search,Desktop
100139,kyc_complete,2026-08-25 15:03:43,B,Organic Search,Desktop
100140,landing_page,2026-08-24 06:26:38,B,Email,Desktop
100140,application_start,2026-08-24 06:43:51,B,Email,Desktop
100140,kyc_complete,2026-08-24 07:06:28,B,Email,Desktop
100140,funding,2026-08-24 06:05:02,B,Email,Desktop
100140,account_opened,2026-08-24 07:10:13,B,Email,Desktop
100141,landing_page,2026-08-14 22:43:51,B,Paid Search,Mobile
100142,landing_page,2026-08-07 07:04:07,A,Email,Desktop
100142,application_start,2026-08-07 07:00:01,A,Email,Desktop
100142,kyc_complete,2026-08-07 07:40:14,A,Email,Desktop
100143,landing_page,2026-08-01 22:16:41,B,Email,Desktop
100143,application_start,2026-08-01 22:28:06,B,Email,Desktop
100143,kyc_complete,2026-08-01 21:31:58,B,Email,Desktop
100143,funding,2026-08-01 21:13:25,B,Email,Desktop
100143,account_opened,2026-08-01 21:38:47,B,Email,Desktop
100144,landing_page,2026-08-20 17:28:15,B,Direct,Desktop
100145,landing_page,2026-08-12 10:39:26,B,Partner,Mobile
